ID,Province,Regency,District
5825,SULAWESI SELATAN,KOTA PALOPO,MUNGKAJANG
5826,SULAWESI SELATAN,KOTA PALOPO,WARA UTARA
5827,SULAWESI SELATAN,KOTA PALOPO,BARA
5828,SULAWESI SELATAN,KOTA PALOPO,TELLUWANUA
5829,SULAWESI SELATAN,KOTA PALOPO,WARA BARAT
5830,SULAWESI TENGGARA,KABUPATEN BUTON,LASALIMU
5831,SULAWESI TENGGARA,KABUPATEN BUTON,LASALIMU SELATAN
5832,SULAWESI TENGGARA,KABUPATEN BUTON,SIONTAPINA
5833,SULAWESI TENGGARA,KABUPATEN BUTON,PASAR WAJO
5834,SULAWESI TENGGARA,KABUPATEN BUTON,WOLOWA
5835,SULAWESI TENGGARA,KABUPATEN BUTON,WABULA
5836,SULAWESI TENGGARA,KABUPATEN BUTON,KAPONTORI
5837,SULAWESI TENGGARA,KABUPATEN MUNA,TONGKUNO
5838,SULAWESI TENGGARA,KABUPATEN MUNA,TONGKUNO SELATAN
5839,SULAWESI TENGGARA,KABUPATEN MUNA,PARIGI
5840,SULAWESI TENGGARA,KABUPATEN MUNA,BONE
5841,SULAWESI TENGGARA,KABUPATEN MUNA,MAROBO
5842,SULAWESI TENGGARA,KABUPATEN MUNA,KABAWO
5843,SULAWESI TENGGARA,KABUPATEN MUNA,KABANGKA
5844,SULAWESI TENGGARA,KABUPATEN MUNA,KONTUKOWUNA
5845,SULAWESI TENGGARA,KABUPATEN MUNA,KONTUNAGA
5846,SULAWESI TENGGARA,KABUPATEN MUNA,WATOPUTE
5847,SULAWESI TENGGARA,KABUPATEN MUNA,KATOBU
5848,SULAWESI TENGGARA,KABUPATEN MUNA,LOHIA
5849,SULAWESI TENGGARA,KABUPATEN MUNA,DURUKA
5850,SULAWESI TENGGARA,KABUPATEN MUNA,BATALAIWORU
5851,SULAWESI TENGGARA,KABUPATEN MUNA,NAPABALANO
5852,SULAWESI TENGGARA,KABUPATEN MUNA,LASALEPA
5853,SULAWESI TENGGARA,KABUPATEN MUNA,TOWEA
5854,SULAWESI TENGGARA,KABUPATEN MUNA,WAKORUMBA SELATAN
5855,SULAWESI TENGGARA,KABUPATEN MUNA,PASIR PUTIH
5856,SULAWESI TENGGARA,KABUPATEN MUNA,PASI KOLAGA
5857,SULAWESI TENGGARA,KABUPATEN MUNA,MALIGANO
5858,SULAWESI TENGGARA,KABUPATEN MUNA,BATUKARA
5859,SULAWESI TENGGARA,KABUPATEN KONAWE,SOROPIA
5860,SULAWESI TENGGARA,KABUPATEN KONAWE,LALONGGASUMEETO
5861,SULAWESI TENGGARA,KABUPATEN KONAWE,SAMPARA
5862,SULAWESI TENGGARA,KABUPATEN KONAWE,BONDOALA
5863,SULAWESI TENGGARA,KABUPATEN KONAWE,BESULUTU
5864,SULAWESI TENGGARA,KABUPATEN KONAWE,KAPOIALA
5865,SULAWESI TENGGARA,KABUPATEN KONAWE,ANGGALOMOARE
5866,SULAWESI TENGGARA,KABUPATEN KONAWE,MOROSI
5867,SULAWESI TENGGARA,KABUPATEN KONAWE,LAMBUYA
5868,SULAWESI TENGGARA,KABUPATEN KONAWE,UEPAI
5869,SULAWESI TENGGARA,KABUPATEN KONAWE,PURIALA
5870,SULAWESI TENGGARA,KABUPATEN KONAWE,ONEMBUTE
5871,SULAWESI TENGGARA,KABUPATEN KONAWE,PONDIDAHA
5872,SULAWESI TENGGARA,KABUPATEN KONAWE,WONGGEDUKU
5873,SULAWESI TENGGARA,KABUPATEN KONAWE,AMONGGEDO
5874,SULAWESI TENGGARA,KABUPATEN KONAWE,WONGGEDUKU BARAT
5875,SULAWESI TENGGARA,KABUPATEN KONAWE,WAWOTOBI
5876,SULAWESI TENGGARA,KABUPATEN KONAWE,MELUHU
5877,SULAWESI TENGGARA,KABUPATEN KONAWE,KONAWE
5878,SULAWESI TENGGARA,KABUPATEN KONAWE,ANGGOTOA
5879,SULAWESI TENGGARA,KABUPATEN KONAWE,UNAAHA
5880,SULAWESI TENGGARA,KABUPATEN KONAWE,ANGGABERI
5881,SULAWESI TENGGARA,KABUPATEN KONAWE,ABUKI
5882,SULAWESI TENGGARA,KABUPATEN KONAWE,LATOMA
5883,SULAWESI TENGGARA,KABUPATEN KONAWE,TONGAUNA
5884,SULAWESI TENGGARA,KABUPATEN KONAWE,ASINUA
5885,SULAWESI TENGGARA,KABUPATEN KONAWE,PADANGGUNI
5886,SULAWESI TENGGARA,KABUPATEN KONAWE,TONGAUNA UTARA
5887,SULAWESI TENGGARA,KABUPATEN KONAWE,ROUTA
5888,SULAWESI TENGGARA,KABUPATEN KOLAKA,WATUBANGGA
5889,SULAWESI TENGGARA,KABUPATEN KOLAKA,TANGGETADA
5890,SULAWESI TENGGARA,KABUPATEN KOLAKA,TOARI
5891,SULAWESI TENGGARA,KABUPATEN KOLAKA,POLINGGONA
5892,SULAWESI TENGGARA,KABUPATEN KOLAKA,POMALAA
5893,SULAWESI TENGGARA,KABUPATEN KOLAKA,WUNDULAKO
5894,SULAWESI TENGGARA,KABUPATEN KOLAKA,BAULA
5895,SULAWESI TENGGARA,KABUPATEN KOLAKA,KOLAKA
5896,SULAWESI TENGGARA,KABUPATEN KOLAKA,LATAMBAGA
5897,SULAWESI TENGGARA,KABUPATEN KOLAKA,WOLO
5898,SULAWESI TENGGARA,KABUPATEN KOLAKA,SAMATURU
5899,SULAWESI TENGGARA,KABUPATEN KOLAKA,IWOIMENDAA
5900,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,TINANGGEA
5901,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,LALEMBUU
5902,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,ANDOOLO
5903,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,BUKE
5904,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,ANDOOLO BARAT
5905,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,PALANGGA
5906,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,PALANGGA SELATAN
5907,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,BAITO
5908,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,LAINEA
5909,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,LAEYA
5910,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,KOLONO
5911,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,KOLONO TIMUR
5912,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,LAONTI
5913,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,MORAMO
5914,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,MORAMO UTARA
5915,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,KONDA
5916,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,WOLASI
5917,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,RANOMEETO
5918,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,RANOMEETO BARAT
5919,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,LANDONO
5920,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,MOWILA
5921,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,SABULAKOA
5922,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,ANGATA
5923,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,BENUA
5924,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN,BASALA
5925,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA
5926,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA UTARA
5927,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA SELATAN
5928,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA BARAT
5929,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA TIMUR
5930,SULAWESI TENGGARA,KABUPATEN BOMBANA,KABAENA TENGAH
5931,SULAWESI TENGGARA,KABUPATEN BOMBANA,RUMBIA
5932,SULAWESI TENGGARA,KABUPATEN BOMBANA,MATA OLEO
5933,SULAWESI TENGGARA,KABUPATEN BOMBANA,KEP. MASALOKA RAYA
5934,SULAWESI TENGGARA,KABUPATEN BOMBANA,RUMBIA TENGAH
5935,SULAWESI TENGGARA,KABUPATEN BOMBANA,RAROWATU
5936,SULAWESI TENGGARA,KABUPATEN BOMBANA,RAROWATU UTARA
5937,SULAWESI TENGGARA,KABUPATEN BOMBANA,MATA USU
5938,SULAWESI TENGGARA,KABUPATEN BOMBANA,LANTARI JAYA
5939,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG TIMUR
5940,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG UTARA
5941,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG SELATAN
5942,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG TENGGARA
5943,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG
5944,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG BARAT
5945,SULAWESI TENGGARA,KABUPATEN BOMBANA,TONTONUNU
5946,SULAWESI TENGGARA,KABUPATEN BOMBANA,POLEANG TENGAH
5947,SULAWESI TENGGARA,KABUPATEN WAKATOBI,BINONGKO
5948,SULAWESI TENGGARA,KABUPATEN WAKATOBI,TOGO BINONGKO
5949,SULAWESI TENGGARA,KABUPATEN WAKATOBI,TOMIA
5950,SULAWESI TENGGARA,KABUPATEN WAKATOBI,TOMIA TIMUR
5951,SULAWESI TENGGARA,KABUPATEN WAKATOBI,KALEDUPA
5952,SULAWESI TENGGARA,KABUPATEN WAKATOBI,KALEDUPA SELATAN
5953,SULAWESI TENGGARA,KABUPATEN WAKATOBI,WANGI-WANGI
5954,SULAWESI TENGGARA,KABUPATEN WAKATOBI,WANGI-WANGI SELATAN
5955,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,RANTEANGIN
5956,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,LAMBAI
5957,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,WAWO
5958,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,LASUSUA
5959,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,KATOI
5960,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,KODEOHA
5961,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,TIWU
5962,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,NGAPA
5963,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,WATUNOHU
5964,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,PAKUE
5965,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,PAKUE UTARA
5966,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,PAKUE TENGAH
5967,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,BATU PUTIH
5968,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,POREHU
5969,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA,TOLALA
5970,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,BONEGUNU
5971,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,KAMBOWA
5972,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,WAKORUMBA
5973,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,KULISUSU
5974,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,KULISUSU BARAT
5975,SULAWESI TENGGARA,KABUPATEN BUTON UTARA,KULISUSU UTARA
5976,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,SAWA
5977,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,MOTUI
5978,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,LEMBO
5979,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,LASOLO
5980,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,WAWOLESEA
5981,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,LASOLO KEPULAUAN
5982,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,MOLAWE
5983,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,ASERA
5984,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,ANDOWIA
5985,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,OHEO
5986,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,LANGGIKIMA
5987,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,WIWIRANO
5988,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA,LANDAWE
5989,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,AERE
5990,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,LAMBANDIA
5991,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,POLI-POLIA
5992,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,DANGIA
5993,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,LADONGI
5994,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,LOEA
5995,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,TIRAWUTA
5996,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,LALOLAE
5997,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,MOWEWE
5998,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,TINONDO
5999,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,ULUIWOI
6000,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR,UEESI
6001,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII TENGGARA
6002,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII TIMUR
6003,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII TIMUR LAUT
6004,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII UTARA
6005,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII SELATAN
6006,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII TENGAH
6007,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN,WAWONII BARAT
6008,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,TIWORO KEPULAUAN
6009,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,MAGINTI
6010,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,TIWORO TENGAH
6011,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,TIWORO SELATAN
6012,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,TIWORO UTARA
6013,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,LAWA
6014,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,SAWERIGADI
6015,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,BARANGKA
6016,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,WA DAGA
6017,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,KUSAMBI
6018,SULAWESI TENGGARA,KABUPATEN MUNA BARAT,NAPANO KUSAMBI
6019,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,TALAGA RAYA
6020,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,MAWASANGKA
6021,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,MAWASANGKA TENGAH
6022,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,MAWASANGKA TIMUR
6023,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,LAKUDO
6024,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,GU
6025,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH,SANGIA WAMBULU
6026,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,BATU ATAS
6027,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,LAPANDEWA
6028,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,SAMPOLAWA
6029,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,BATAUGA
6030,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,SIOMPU BARAT
6031,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,SIOMPU
6032,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN,KADATUA
6033,SULAWESI TENGGARA,KOTA KENDARI,MANDONGA
6034,SULAWESI TENGGARA,KOTA KENDARI,BARUGA
6035,SULAWESI TENGGARA,KOTA KENDARI,PUUWATU
6036,SULAWESI TENGGARA,KOTA KENDARI,KADIA
6037,SULAWESI TENGGARA,KOTA KENDARI,WUA-WUA
6038,SULAWESI TENGGARA,KOTA KENDARI,POASIA
6039,SULAWESI TENGGARA,KOTA KENDARI,ABELI
6040,SULAWESI TENGGARA,KOTA KENDARI,KAMBU
6041,SULAWESI TENGGARA,KOTA KENDARI,NAMBO
6042,SULAWESI TENGGARA,KOTA KENDARI,KENDARI
6043,SULAWESI TENGGARA,KOTA KENDARI,KENDARI BARAT
6044,SULAWESI TENGGARA,KOTA BAUBAU,BETOAMBARI
6045,SULAWESI TENGGARA,KOTA BAUBAU,MURHUM
6046,SULAWESI TENGGARA,KOTA BAUBAU,BATUPOARO
6047,SULAWESI TENGGARA,KOTA BAUBAU,WOLIO
6048,SULAWESI TENGGARA,KOTA BAUBAU,KOKALUKUNA
6049,SULAWESI TENGGARA,KOTA BAUBAU,SORAWOLIO
6050,SULAWESI TENGGARA,KOTA BAUBAU,BUNGI
6051,SULAWESI TENGGARA,KOTA BAUBAU,LEA-LEA
6052,GORONTALO,KABUPATEN BOALEMO,MANANGGU
6053,GORONTALO,KABUPATEN BOALEMO,TILAMUTA
6054,GORONTALO,KABUPATEN BOALEMO,DULUPI
6055,GORONTALO,KABUPATEN BOALEMO,BOTUMOITO
6056,GORONTALO,KABUPATEN BOALEMO,PAGUYAMAN
6057,GORONTALO,KABUPATEN BOALEMO,WONOSARI
6058,GORONTALO,KABUPATEN BOALEMO,PAGUYAMAN PANTAI
6059,GORONTALO,KABUPATEN GORONTALO,BATUDAA PANTAI
6060,GORONTALO,KABUPATEN GORONTALO,BILUHU
6061,GORONTALO,KABUPATEN GORONTALO,BATUDAA
6062,GORONTALO,KABUPATEN GORONTALO,BONGOMEME
6063,GORONTALO,KABUPATEN GORONTALO,TABONGO
6064,GORONTALO,KABUPATEN GORONTALO,DUNGALIYO
6065,GORONTALO,KABUPATEN GORONTALO,TIBAWA
6066,GORONTALO,KABUPATEN GORONTALO,PULUBALA
6067,GORONTALO,KABUPATEN GORONTALO,BOLIYOHUTO
6068,GORONTALO,KABUPATEN GORONTALO,MOOTILANGO
6069,GORONTALO,KABUPATEN GORONTALO,TOLANGOHULA
6070,GORONTALO,KABUPATEN GORONTALO,ASPARAGA
6071,GORONTALO,KABUPATEN GORONTALO,BILATO
6072,GORONTALO,KABUPATEN GORONTALO,LIMBOTO
6073,GORONTALO,KABUPATEN GORONTALO,LIMBOTO BARAT
6074,GORONTALO,KABUPATEN GORONTALO,TELAGA
6075,GORONTALO,KABUPATEN GORONTALO,TELAGA BIRU
6076,GORONTALO,KABUPATEN GORONTALO,TILANGO
6077,GORONTALO,KABUPATEN GORONTALO,TELAGA JAYA
6078,GORONTALO,KABUPATEN POHUWATO,POPAYATO
6079,GORONTALO,KABUPATEN POHUWATO,POPAYATO BARAT
6080,GORONTALO,KABUPATEN POHUWATO,POPAYATO TIMUR
6081,GORONTALO,KABUPATEN POHUWATO,LEMITO
6082,GORONTALO,KABUPATEN POHUWATO,WANGGARASI
6083,GORONTALO,KABUPATEN POHUWATO,MARISA
6084,GORONTALO,KABUPATEN POHUWATO,PATILANGGIO
6085,GORONTALO,KABUPATEN POHUWATO,BUNTULIA
6086,GORONTALO,KABUPATEN POHUWATO,DUHIADAA
6087,GORONTALO,KABUPATEN POHUWATO,RANDANGAN
6088,GORONTALO,KABUPATEN POHUWATO,TALUDITI
6089,GORONTALO,KABUPATEN POHUWATO,PAGUAT
6090,GORONTALO,KABUPATEN POHUWATO,DENGILO
6091,GORONTALO,KABUPATEN BONE BOLANGO,TAPA
6092,GORONTALO,KABUPATEN BONE BOLANGO,BULANGO UTARA
6093,GORONTALO,KABUPATEN BONE BOLANGO,BULANGO SELATAN
6094,GORONTALO,KABUPATEN BONE BOLANGO,BULANGO TIMUR
6095,GORONTALO,KABUPATEN BONE BOLANGO,BULANGO ULU
6096,GORONTALO,KABUPATEN BONE BOLANGO,KABILA
6097,GORONTALO,KABUPATEN BONE BOLANGO,BOTU PINGGE
6098,GORONTALO,KABUPATEN BONE BOLANGO,TILONGKABILA
6099,GORONTALO,KABUPATEN BONE BOLANGO,SUWAWA
6100,GORONTALO,KABUPATEN BONE BOLANGO,SUWAWA SELATAN
6101,GORONTALO,KABUPATEN BONE BOLANGO,SUWAWA TIMUR
6102,GORONTALO,KABUPATEN BONE BOLANGO,SUWAWA TENGAH
6103,GORONTALO,KABUPATEN BONE BOLANGO,PINOGU
6104,GORONTALO,KABUPATEN BONE BOLANGO,BONEPANTAI
6105,GORONTALO,KABUPATEN BONE BOLANGO,KABILA BONE
6106,GORONTALO,KABUPATEN BONE BOLANGO,BONE RAYA
6107,GORONTALO,KABUPATEN BONE BOLANGO,BONE
6108,GORONTALO,KABUPATEN BONE BOLANGO,BULAWA
6109,GORONTALO,KABUPATEN GORONTALO UTARA,ATINGGOLA
6110,GORONTALO,KABUPATEN GORONTALO UTARA,GENTUMA RAYA
6111,GORONTALO,KABUPATEN GORONTALO UTARA,KWANDANG
6112,GORONTALO,KABUPATEN GORONTALO UTARA,TOMILITO
6113,GORONTALO,KABUPATEN GORONTALO UTARA,PONELO KEPULAUAN
6114,GORONTALO,KABUPATEN GORONTALO UTARA,ANGGREK
6115,GORONTALO,KABUPATEN GORONTALO UTARA,MONANO
6116,GORONTALO,KABUPATEN GORONTALO UTARA,SUMALATA
6117,GORONTALO,KABUPATEN GORONTALO UTARA,SUMALATA TIMUR
6118,GORONTALO,KABUPATEN GORONTALO UTARA,TOLINGGULA
6119,GORONTALO,KABUPATEN GORONTALO UTARA,BIAU
6120,GORONTALO,KOTA GORONTALO,KOTA BARAT
6121,GORONTALO,KOTA GORONTALO,DUNGINGI
6122,GORONTALO,KOTA GORONTALO,KOTA SELATAN
6123,GORONTALO,KOTA GORONTALO,KOTA TIMUR
6124,GORONTALO,KOTA GORONTALO,HULONTHALANGI
6125,GORONTALO,KOTA GORONTALO,DUMBO RAYA
6126,GORONTALO,KOTA GORONTALO,KOTA UTARA
6127,GORONTALO,KOTA GORONTALO,KOTA TENGAH
6128,GORONTALO,KOTA GORONTALO,SIPATANA
6129,SULAWESI BARAT,KABUPATEN MAJENE,BANGGAE
6130,SULAWESI BARAT,KABUPATEN MAJENE,BANGGAE TIMUR
6131,SULAWESI BARAT,KABUPATEN MAJENE,PAMBOANG
6132,SULAWESI BARAT,KABUPATEN MAJENE,SENDANA
6133,SULAWESI BARAT,KABUPATEN MAJENE,TAMMERODO
6134,SULAWESI BARAT,KABUPATEN MAJENE,TUBO SENDANA
6135,SULAWESI BARAT,KABUPATEN MAJENE,MALUNDA
6136,SULAWESI BARAT,KABUPATEN MAJENE,ULUMANDA
6137,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,TINAMBUNG
6138,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,BALANIPA
6139,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,LIMBORO
6140,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,TUBBI TARAMANU
6141,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,ALU
6142,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,CAMPALAGIAN
6143,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,LUYO
6144,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,WONOMULYO
6145,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,MAPILLI
6146,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,TAPANGO
6147,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,MATAKALI
6148,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,B U L O
6149,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,POLEWALI
6150,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,BINUANG
6151,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,ANREAPI
6152,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR,MATANGNGA
6153,SULAWESI BARAT,KABUPATEN MAMASA,SUMARORONG
6154,SULAWESI BARAT,KABUPATEN MAMASA,MESSAWA
6155,SULAWESI BARAT,KABUPATEN MAMASA,PANA
6156,SULAWESI BARAT,KABUPATEN MAMASA,NOSU
6157,SULAWESI BARAT,KABUPATEN MAMASA,TABANG
6158,SULAWESI BARAT,KABUPATEN MAMASA,MAMASA
6159,SULAWESI BARAT,KABUPATEN MAMASA,TANDUK KALUA
6160,SULAWESI BARAT,KABUPATEN MAMASA,BALLA
6161,SULAWESI BARAT,KABUPATEN MAMASA,SESENAPADANG
6162,SULAWESI BARAT,KABUPATEN MAMASA,TAWALIAN
6163,SULAWESI BARAT,KABUPATEN MAMASA,MAMBI
6164,SULAWESI BARAT,KABUPATEN MAMASA,BAMBANG
6165,SULAWESI BARAT,KABUPATEN MAMASA,RANTEBULAHAN TIMUR
6166,SULAWESI BARAT,KABUPATEN MAMASA,MEHALAAN
6167,SULAWESI BARAT,KABUPATEN MAMASA,ARALLE
6168,SULAWESI BARAT,KABUPATEN MAMASA,BUNTU MALANGKA
6169,SULAWESI BARAT,KABUPATEN MAMASA,TABULAHAN
6170,SULAWESI BARAT,KABUPATEN MAMUJU,TAPALANG
6171,SULAWESI BARAT,KABUPATEN MAMUJU,TAPALANG BARAT
6172,SULAWESI BARAT,KABUPATEN MAMUJU,MAMUJU
6173,SULAWESI BARAT,KABUPATEN MAMUJU,SIMBORO
6174,SULAWESI BARAT,KABUPATEN MAMUJU,BALABALAKANG
6175,SULAWESI BARAT,KABUPATEN MAMUJU,KALUKKU
6176,SULAWESI BARAT,KABUPATEN MAMUJU,PAPALANG
6177,SULAWESI BARAT,KABUPATEN MAMUJU,SAMPAGA
6178,SULAWESI BARAT,KABUPATEN MAMUJU,TOMMO
6179,SULAWESI BARAT,KABUPATEN MAMUJU,KALUMPANG
6180,SULAWESI BARAT,KABUPATEN MAMUJU,BONEHAU
6181,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,SARUDU
6182,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,DAPURANG
6183,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,DURIPOKU
6184,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,BARAS
6185,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,BULU TABA
6186,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,LARIANG
6187,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,PASANGKAYU
6188,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,TIKKE RAYA
6189,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,PEDONGGA
6190,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,BAMBALAMOTU
6191,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,BAMBAIRA
6192,SULAWESI BARAT,KABUPATEN MAMUJU UTARA,SARJO
6193,SULAWESI BARAT,KABUPATEN MAMUJU TENGAH,PANGALE
6194,SULAWESI BARAT,KABUPATEN MAMUJU TENGAH,BUDONG-BUDONG
6195,SULAWESI BARAT,KABUPATEN MAMUJU TENGAH,TOBADAK
6196,SULAWESI BARAT,KABUPATEN MAMUJU TENGAH,TOPOYO
