ID,Province,Regency,District
405,SUMATERA UTARA,KABUPATEN ASAHAN,SEI KEPAYANG BARAT
406,SUMATERA UTARA,KABUPATEN ASAHAN,SEI KEPAYANG TIMUR
407,SUMATERA UTARA,KABUPATEN ASAHAN,TANJUNG BALAI
408,SUMATERA UTARA,KABUPATEN ASAHAN,SIMPANG EMPAT
409,SUMATERA UTARA,KABUPATEN ASAHAN,TELUK DALAM
410,SUMATERA UTARA,KABUPATEN ASAHAN,AIR BATU
411,SUMATERA UTARA,KABUPATEN ASAHAN,SEI DADAP
412,SUMATERA UTARA,KABUPATEN ASAHAN,BUNTU PANE
413,SUMATERA UTARA,KABUPATEN ASAHAN,TINGGI RAJA
414,SUMATERA UTARA,KABUPATEN ASAHAN,SETIA JANJI
415,SUMATERA UTARA,KABUPATEN ASAHAN,MERANTI
416,SUMATERA UTARA,KABUPATEN ASAHAN,PULO BANDRING
417,SUMATERA UTARA,KABUPATEN ASAHAN,RAWANG PANCA ARGA
418,SUMATERA UTARA,KABUPATEN ASAHAN,AIR JOMAN
419,SUMATERA UTARA,KABUPATEN ASAHAN,SILAU LAUT
420,SUMATERA UTARA,KABUPATEN ASAHAN,KISARAN BARAT
421,SUMATERA UTARA,KABUPATEN ASAHAN,KISARAN TIMUR
422,SUMATERA UTARA,KABUPATEN SIMALUNGUN,SILIMAKUTA
423,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PEMATANG SILIMAHUTA
424,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PURBA
425,SUMATERA UTARA,KABUPATEN SIMALUNGUN,HARANGGAOL HORISON
426,SUMATERA UTARA,KABUPATEN SIMALUNGUN,SIDAMANIK
427,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PEMATANG SIDAMANIK
428,SUMATERA UTARA,KABUPATEN SIMALUNGUN,GIRSANG SIPANGAN BOLON
429,SUMATERA UTARA,KABUPATEN SIMALUNGUN,TANAH JAWA
430,SUMATERA UTARA,KABUPATEN SIMALUNGUN,HATONDUHAN
431,SUMATERA UTARA,KABUPATEN SIMALUNGUN,DOLOK PANRIBUAN
432,SUMATERA UTARA,KABUPATEN SIMALUNGUN,JORLANG HATARAN
433,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PANEI
434,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PANOMBEAN PANEI
435,SUMATERA UTARA,KABUPATEN SIMALUNGUN,RAYA
436,SUMATERA UTARA,KABUPATEN SIMALUNGUN,DOLOG MASAGAL
437,SUMATERA UTARA,KABUPATEN SIMALUNGUN,DOLOK SILAU
438,SUMATERA UTARA,KABUPATEN SIMALUNGUN,SILAU KAHEAN
439,SUMATERA UTARA,KABUPATEN SIMALUNGUN,RAYA KAHEAN
440,SUMATERA UTARA,KABUPATEN SIMALUNGUN,TAPIAN DOLOK
441,SUMATERA UTARA,KABUPATEN SIMALUNGUN,DOLOK BATU NANGGAR
442,SUMATERA UTARA,KABUPATEN SIMALUNGUN,SIANTAR
443,SUMATERA UTARA,KABUPATEN SIMALUNGUN,GUNUNG MALELA
444,SUMATERA UTARA,KABUPATEN SIMALUNGUN,GUNUNG MALIGAS
445,SUMATERA UTARA,KABUPATEN SIMALUNGUN,HUTABAYU RAJA
446,SUMATERA UTARA,KABUPATEN SIMALUNGUN,JAWA MARAJA BAH JAMBI
447,SUMATERA UTARA,KABUPATEN SIMALUNGUN,PEMATANG BANDAR
448,SUMATERA UTARA,KABUPATEN SIMALUNGUN,BANDAR HULUAN
449,SUMATERA UTARA,KABUPATEN SIMALUNGUN,BANDAR
450,SUMATERA UTARA,KABUPATEN SIMALUNGUN,BANDAR MASILAM
451,SUMATERA UTARA,KABUPATEN SIMALUNGUN,BOSAR MALIGAS
452,SUMATERA UTARA,KABUPATEN SIMALUNGUN,UJUNG PADANG
453,SUMATERA UTARA,KABUPATEN DAIRI,SIDIKALANG
454,SUMATERA UTARA,KABUPATEN DAIRI,BERAMPU
455,SUMATERA UTARA,KABUPATEN DAIRI,SITINJO
456,SUMATERA UTARA,KABUPATEN DAIRI,PARBULUAN
457,SUMATERA UTARA,KABUPATEN DAIRI,SUMBUL
458,SUMATERA UTARA,KABUPATEN DAIRI,SILAHISABUNGAN
459,SUMATERA UTARA,KABUPATEN DAIRI,SILIMA PUNGGA-PUNGGA
460,SUMATERA UTARA,KABUPATEN DAIRI,LAE PARIRA
461,SUMATERA UTARA,KABUPATEN DAIRI,SIEMPAT NEMPU
462,SUMATERA UTARA,KABUPATEN DAIRI,SIEMPAT NEMPU HULU
463,SUMATERA UTARA,KABUPATEN DAIRI,SIEMPAT NEMPU HILIR
464,SUMATERA UTARA,KABUPATEN DAIRI,TIGA LINGGA
465,SUMATERA UTARA,KABUPATEN DAIRI,GUNUNG SITEMBER
466,SUMATERA UTARA,KABUPATEN DAIRI,PEGAGAN HILIR
467,SUMATERA UTARA,KABUPATEN DAIRI,TANAH PINEM
468,SUMATERA UTARA,KABUPATEN KARO,MARDINGDING
469,SUMATERA UTARA,KABUPATEN KARO,LAUBALENG
470,SUMATERA UTARA,KABUPATEN KARO,TIGA BINANGA
471,SUMATERA UTARA,KABUPATEN KARO,JUHAR
472,SUMATERA UTARA,KABUPATEN KARO,MUNTE
473,SUMATERA UTARA,KABUPATEN KARO,KUTA BULUH
474,SUMATERA UTARA,KABUPATEN KARO,PAYUNG
475,SUMATERA UTARA,KABUPATEN KARO,TIGANDERKET
476,SUMATERA UTARA,KABUPATEN KARO,SIMPANG EMPAT
477,SUMATERA UTARA,KABUPATEN KARO,NAMAN TERAN
478,SUMATERA UTARA,KABUPATEN KARO,MERDEKA
479,SUMATERA UTARA,KABUPATEN KARO,KABANJAHE
480,SUMATERA UTARA,KABUPATEN KARO,BERASTAGI
481,SUMATERA UTARA,KABUPATEN KARO,TIGAPANAH
482,SUMATERA UTARA,KABUPATEN KARO,DOLAT RAYAT
483,SUMATERA UTARA,KABUPATEN KARO,MEREK
484,SUMATERA UTARA,KABUPATEN KARO,BARUSJAHE
485,SUMATERA UTARA,KABUPATEN DELI SERDANG,GUNUNG MERIAH
486,SUMATERA UTARA,KABUPATEN DELI SERDANG,SINEMBAH TANJUNG MUDA HULU
487,SUMATERA UTARA,KABUPATEN DELI SERDANG,SIBOLANGIT
488,SUMATERA UTARA,KABUPATEN DELI SERDANG,KUTALIMBARU
489,SUMATERA UTARA,KABUPATEN DELI SERDANG,PANCUR BATU
490,SUMATERA UTARA,KABUPATEN DELI SERDANG,NAMO RAMBE
491,SUMATERA UTARA,KABUPATEN DELI SERDANG,BIRU-BIRU
492,SUMATERA UTARA,KABUPATEN DELI SERDANG,SINEMBAH TANJUNG MUDA HILIR
493,SUMATERA UTARA,KABUPATEN DELI SERDANG,BANGUN PURBA
494,SUMATERA UTARA,KABUPATEN DELI SERDANG,GALANG
495,SUMATERA UTARA,KABUPATEN DELI SERDANG,TANJUNG MORAWA
496,SUMATERA UTARA,KABUPATEN DELI SERDANG,PATUMBAK
497,SUMATERA UTARA,KABUPATEN DELI SERDANG,DELI TUA
498,SUMATERA UTARA,KABUPATEN DELI SERDANG,SUNGGAL
499,SUMATERA UTARA,KABUPATEN DELI SERDANG,HAMPARAN PERAK
500,SUMATERA UTARA,KABUPATEN DELI SERDANG,LABUHAN DELI
501,SUMATERA UTARA,KABUPATEN DELI SERDANG,PERCUT SEI TUAN
502,SUMATERA UTARA,KABUPATEN DELI SERDANG,BATANG KUIS
503,SUMATERA UTARA,KABUPATEN DELI SERDANG,PANTAI LABU
504,SUMATERA UTARA,KABUPATEN DELI SERDANG,BERINGIN
505,SUMATERA UTARA,KABUPATEN DELI SERDANG,LUBUK PAKAM
506,SUMATERA UTARA,KABUPATEN DELI SERDANG,PAGAR MERBAU
507,SUMATERA UTARA,KABUPATEN LANGKAT,BOHOROK
508,SUMATERA UTARA,KABUPATEN LANGKAT,SIRAPIT
509,SUMATERA UTARA,KABUPATEN LANGKAT,SALAPIAN
510,SUMATERA UTARA,KABUPATEN LANGKAT,KUTAMBARU
511,SUMATERA UTARA,KABUPATEN LANGKAT,SEI BINGAI
512,SUMATERA UTARA,KABUPATEN LANGKAT,KUALA
513,SUMATERA UTARA,KABUPATEN LANGKAT,SELESAI
514,SUMATERA UTARA,KABUPATEN LANGKAT,BINJAI
515,SUMATERA UTARA,KABUPATEN LANGKAT,STABAT
516,SUMATERA UTARA,KABUPATEN LANGKAT,WAMPU
517,SUMATERA UTARA,KABUPATEN LANGKAT,BATANG SERANGAN
518,SUMATERA UTARA,KABUPATEN LANGKAT,SAWIT SEBERANG
519,SUMATERA UTARA,KABUPATEN LANGKAT,PADANG TUALANG
520,SUMATERA UTARA,KABUPATEN LANGKAT,HINAI
521,SUMATERA UTARA,KABUPATEN LANGKAT,SECANGGANG
522,SUMATERA UTARA,KABUPATEN LANGKAT,TANJUNG PURA
523,SUMATERA UTARA,KABUPATEN LANGKAT,GEBANG
524,SUMATERA UTARA,KABUPATEN LANGKAT,BABALAN
525,SUMATERA UTARA,KABUPATEN LANGKAT,SEI LEPAN
526,SUMATERA UTARA,KABUPATEN LANGKAT,BRANDAN BARAT
527,SUMATERA UTARA,KABUPATEN LANGKAT,BESITANG
528,SUMATERA UTARA,KABUPATEN LANGKAT,PANGKALAN SUSU
529,SUMATERA UTARA,KABUPATEN LANGKAT,PEMATANG JAYA
530,SUMATERA UTARA,KABUPATEN NIAS SELATAN,HIBALA
531,SUMATERA UTARA,KABUPATEN NIAS SELATAN,TANAH MASA
532,SUMATERA UTARA,KABUPATEN NIAS SELATAN,PULAU-PULAU BATU
533,SUMATERA UTARA,KABUPATEN NIAS SELATAN,PULAU-PULAU BATU TIMUR
534,SUMATERA UTARA,KABUPATEN NIAS SELATAN,SIMUK
535,SUMATERA UTARA,KABUPATEN NIAS SELATAN,PULAU-PULAU BATU BARAT
536,SUMATERA UTARA,KABUPATEN NIAS SELATAN,PULAU-PULAU BATU UTARA
537,SUMATERA UTARA,KABUPATEN NIAS SELATAN,TELUK DALAM
538,SUMATERA UTARA,KABUPATEN NIAS SELATAN,FANAYAMA
539,SUMATERA UTARA,KABUPATEN NIAS SELATAN,TOMA
540,SUMATERA UTARA,KABUPATEN NIAS SELATAN,MANIAMOLO
541,SUMATERA UTARA,KABUPATEN NIAS SELATAN,MAZINO
542,SUMATERA UTARA,KABUPATEN NIAS SELATAN,LUAHAGUNDRE MANIAMOLO
543,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ONOLALU
544,SUMATERA UTARA,KABUPATEN NIAS SELATAN,AMANDRAYA
545,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ARAMO
546,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ULUSUSUA
547,SUMATERA UTARA,KABUPATEN NIAS SELATAN,LAHUSA
548,SUMATERA UTARA,KABUPATEN NIAS SELATAN,SIDUAORI
549,SUMATERA UTARA,KABUPATEN NIAS SELATAN,SOMAMBAWA
550,SUMATERA UTARA,KABUPATEN NIAS SELATAN,GOMO
551,SUMATERA UTARA,KABUPATEN NIAS SELATAN,SUSUA
552,SUMATERA UTARA,KABUPATEN NIAS SELATAN,MAZO
553,SUMATERA UTARA,KABUPATEN NIAS SELATAN,UMBUNASI
554,SUMATERA UTARA,KABUPATEN NIAS SELATAN,IDANOTAE
555,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ULUIDANOTAE
556,SUMATERA UTARA,KABUPATEN NIAS SELATAN,BORONADU
557,SUMATERA UTARA,KABUPATEN NIAS SELATAN,LOLOMATUA
558,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ULUNOYO
559,SUMATERA UTARA,KABUPATEN NIAS SELATAN,HURUNA
560,SUMATERA UTARA,KABUPATEN NIAS SELATAN,LOLOWA'U
561,SUMATERA UTARA,KABUPATEN NIAS SELATAN,HILIMEGAI
562,SUMATERA UTARA,KABUPATEN NIAS SELATAN,OOU
563,SUMATERA UTARA,KABUPATEN NIAS SELATAN,ONOHAZUMBA
564,SUMATERA UTARA,KABUPATEN NIAS SELATAN,HILISALAWAAHE
565,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,PAKKAT
566,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,ONAN GANJANG
567,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,SIJAMA POLANG
568,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,DOLOK SANGGUL
569,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,LINTONG NIHUTA
570,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,PARANGINAN
571,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,BAKTI RAJA
572,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,POLLUNG
573,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,PARLILITAN
574,SUMATERA UTARA,KABUPATEN HUMBANG HASUNDUTAN,TARA BINTANG
575,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,SALAK
576,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,SITELLU TALI URANG JEHE
577,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,PAGINDAR
578,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,SITELLU TALI URANG JULU
579,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,PERGETTENG-GETTENG SENGKUT
580,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,KERAJAAN
581,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,TINADA
582,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT,SIEMPAT RUBE
583,SUMATERA UTARA,KABUPATEN SAMOSIR,SIANJUR MULA MULA
584,SUMATERA UTARA,KABUPATEN SAMOSIR,HARIAN
585,SUMATERA UTARA,KABUPATEN SAMOSIR,SITIO-TIO
586,SUMATERA UTARA,KABUPATEN SAMOSIR,ONAN RUNGGU
587,SUMATERA UTARA,KABUPATEN SAMOSIR,NAINGGOLAN
588,SUMATERA UTARA,KABUPATEN SAMOSIR,PALIPI
589,SUMATERA UTARA,KABUPATEN SAMOSIR,RONGGUR NIHUTA
590,SUMATERA UTARA,KABUPATEN SAMOSIR,PANGURURAN
591,SUMATERA UTARA,KABUPATEN SAMOSIR,SIMANINDO
592,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,KOTARIH
593,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,SILINDA
594,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,BINTANG BAYU
595,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,DOLOK MASIHUL
596,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,SERBAJADI
597,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,SIPISPIS
598,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,DOLOK MERAWAN
599,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,TEBINGTINGGI
600,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,TEBING SYAHBANDAR
601,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,BANDAR KHALIPAH
602,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,TANJUNG BERINGIN
603,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,SEI RAMPAH
604,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,SEI BAMBAN
605,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,TELUK MENGKUDU
606,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,PERBAUNGAN
607,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,PEGAJAHAN
608,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI,PANTAI CERMIN
609,SUMATERA UTARA,KABUPATEN BATU BARA,SEI BALAI
610,SUMATERA UTARA,KABUPATEN BATU BARA,TANJUNG TIRAM
611,SUMATERA UTARA,KABUPATEN BATU BARA,NIBUNG HANGUS
612,SUMATERA UTARA,KABUPATEN BATU BARA,TALAWI
613,SUMATERA UTARA,KABUPATEN BATU BARA,DATUK TANAH DATAR
614,SUMATERA UTARA,KABUPATEN BATU BARA,LIMAPULUH
615,SUMATERA UTARA,KABUPATEN BATU BARA,LIMA PULUH PESISIR
616,SUMATERA UTARA,KABUPATEN BATU BARA,DATUK LIMA PULUH
617,SUMATERA UTARA,KABUPATEN BATU BARA,AIR PUTIH
618,SUMATERA UTARA,KABUPATEN BATU BARA,SEI SUKA
619,SUMATERA UTARA,KABUPATEN BATU BARA,LAUT TADOR
620,SUMATERA UTARA,KABUPATEN BATU BARA,MEDANG DERAS
621,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,BATANG ONANG
622,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,PADANG BOLAK JULU
623,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,PORTIBI
624,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,PADANG BOLAK
625,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,PADANG BOLAK TENGGARA
626,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,SIMANGAMBAT
627,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,UJUNG BATU
628,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,HALONGONAN
629,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,HALONGONAN TIMUR
630,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,DOLOK
631,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,DOLOK SIGOMPULON
632,SUMATERA UTARA,KABUPATEN PADANG LAWAS UTARA,HULU SIHAPAS
633,SUMATERA UTARA,KABUPATEN PADANG LAWAS,SOSOPAN
634,SUMATERA UTARA,KABUPATEN PADANG LAWAS,ULU BARUMUN
635,SUMATERA UTARA,KABUPATEN PADANG LAWAS,BARUMUN
636,SUMATERA UTARA,KABUPATEN PADANG LAWAS,BARUMUN SELATAN
637,SUMATERA UTARA,KABUPATEN PADANG LAWAS,LUBUK BARUMUN
638,SUMATERA UTARA,KABUPATEN PADANG LAWAS,SOSA
639,SUMATERA UTARA,KABUPATEN PADANG LAWAS,BATANG LUBU SUTAM
640,SUMATERA UTARA,KABUPATEN PADANG LAWAS,HUTA RAJA TINGGI
641,SUMATERA UTARA,KABUPATEN PADANG LAWAS,HURISTAK
642,SUMATERA UTARA,KABUPATEN PADANG LAWAS,BARUMUN TENGAH
643,SUMATERA UTARA,KABUPATEN PADANG LAWAS,AEK NABARA BARUMUN
644,SUMATERA UTARA,KABUPATEN PADANG LAWAS,SIHAPAS BARUMUN
645,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,SUNGAI KANAN
646,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,TORGAMBA
647,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,KOTA PINANG
648,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,SILANGKITANG
649,SUMATERA UTARA,KABUPATEN LABUHAN BATU SELATAN,KAMPUNG RAKYAT
650,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,NA IX-X
651,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,MARBAU
652,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,AEK KUO
653,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,AEK NATAS
654,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,KUALUH SELATAN
655,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,KUALUH HILIR
656,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,KUALUH HULU
657,SUMATERA UTARA,KABUPATEN LABUHAN BATU UTARA,KUALUH LEIDONG
658,SUMATERA UTARA,KABUPATEN NIAS UTARA,TUGALA OYO
659,SUMATERA UTARA,KABUPATEN NIAS UTARA,ALASA
660,SUMATERA UTARA,KABUPATEN NIAS UTARA,ALASA TALU MUZOI
661,SUMATERA UTARA,KABUPATEN NIAS UTARA,NAMOHALU ESIWA
662,SUMATERA UTARA,KABUPATEN NIAS UTARA,SITOLU ORI
663,SUMATERA UTARA,KABUPATEN NIAS UTARA,TUHEMBERUA
664,SUMATERA UTARA,KABUPATEN NIAS UTARA,SAWO
665,SUMATERA UTARA,KABUPATEN NIAS UTARA,LOTU
666,SUMATERA UTARA,KABUPATEN NIAS UTARA,LAHEWA TIMUR
667,SUMATERA UTARA,KABUPATEN NIAS UTARA,AFULU
668,SUMATERA UTARA,KABUPATEN NIAS UTARA,LAHEWA
669,SUMATERA UTARA,KABUPATEN NIAS BARAT,SIROMBU
670,SUMATERA UTARA,KABUPATEN NIAS BARAT,LAHOMI
671,SUMATERA UTARA,KABUPATEN NIAS BARAT,ULU MORO O
672,SUMATERA UTARA,KABUPATEN NIAS BARAT,LOLOFITU MOI
673,SUMATERA UTARA,KABUPATEN NIAS BARAT,MANDREHE UTARA
674,SUMATERA UTARA,KABUPATEN NIAS BARAT,MANDREHE
675,SUMATERA UTARA,KABUPATEN NIAS BARAT,MANDREHE BARAT
676,SUMATERA UTARA,KABUPATEN NIAS BARAT,MORO O
677,SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA UTARA
678,SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA KOTA
679,SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA SELATAN
680,SUMATERA UTARA,KOTA SIBOLGA,SIBOLGA SAMBAS
681,SUMATERA UTARA,KOTA TANJUNG BALAI,DATUK BANDAR
682,SUMATERA UTARA,KOTA TANJUNG BALAI,DATUK BANDAR TIMUR
683,SUMATERA UTARA,KOTA TANJUNG BALAI,TANJUNG BALAI SELATAN
684,SUMATERA UTARA,KOTA TANJUNG BALAI,TANJUNG BALAI UTARA
685,SUMATERA UTARA,KOTA TANJUNG BALAI,SEI TUALANG RASO
686,SUMATERA UTARA,KOTA TANJUNG BALAI,TELUK NIBUNG
687,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR MARIHAT
688,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR MARIMBUN
689,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR SELATAN
690,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR BARAT
691,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR UTARA
692,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR TIMUR
693,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR MARTOBA
694,SUMATERA UTARA,KOTA PEMATANG SIANTAR,SIANTAR SITALASARI
695,SUMATERA UTARA,KOTA TEBING TINGGI,PADANG HULU
696,SUMATERA UTARA,KOTA TEBING TINGGI,TEBING TINGGI KOTA
697,SUMATERA UTARA,KOTA TEBING TINGGI,RAMBUTAN
698,SUMATERA UTARA,KOTA TEBING TINGGI,BAJENIS
699,SUMATERA UTARA,KOTA TEBING TINGGI,PADANG HILIR
700,SUMATERA UTARA,KOTA MEDAN,MEDAN TUNTUNGAN
701,SUMATERA UTARA,KOTA MEDAN,MEDAN JOHOR
702,SUMATERA UTARA,KOTA MEDAN,MEDAN AMPLAS
703,SUMATERA UTARA,KOTA MEDAN,MEDAN DENAI
704,SUMATERA UTARA,KOTA MEDAN,MEDAN AREA
705,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA
706,SUMATERA UTARA,KOTA MEDAN,MEDAN MAIMUN
707,SUMATERA UTARA,KOTA MEDAN,MEDAN POLONIA
708,SUMATERA UTARA,KOTA MEDAN,MEDAN BARU
709,SUMATERA UTARA,KOTA MEDAN,MEDAN SELAYANG
710,SUMATERA UTARA,KOTA MEDAN,MEDAN SUNGGAL
711,SUMATERA UTARA,KOTA MEDAN,MEDAN HELVETIA
712,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH
713,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT
714,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR
715,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN
716,SUMATERA UTARA,KOTA MEDAN,MEDAN TEMBUNG
717,SUMATERA UTARA,KOTA MEDAN,MEDAN DELI
718,SUMATERA UTARA,KOTA MEDAN,MEDAN LABUHAN
719,SUMATERA UTARA,KOTA MEDAN,MEDAN MARELAN
720,SUMATERA UTARA,KOTA MEDAN,MEDAN BELAWAN
721,SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN
722,SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA
723,SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR
724,SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA
725,SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT
726,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN TENGGARA
727,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN SELATAN
728,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN BATUNADUA
729,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN UTARA
730,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN HUTAIMBARU
731,SUMATERA UTARA,KOTA PADANGSIDIMPUAN,PADANGSIDIMPUAN ANGKOLA JULU
732,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI IDANOI
733,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI SELATAN
734,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI BARAT
735,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNG SITOLI
736,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI ALO OA
737,SUMATERA UTARA,KOTA GUNUNGSITOLI,GUNUNGSITOLI UTARA
738,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,PAGAI SELATAN
739,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIKAKAP
740,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,PAGAI UTARA
741,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIPORA SELATAN
742,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIPORA UTARA
743,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIBERUT SELATAN
744,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SEBERUT BARAT DAYA
745,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIBERUT TENGAH
746,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIBERUT UTARA
747,SUMATERA BARAT,KABUPATEN KEPULAUAN MENTAWAI,SIBERUT BARAT
748,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,SILAUT
749,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,LUNANG
750,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,BASA AMPEK BALAI TAPAN
751,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,RANAH AMPEK HULU TAPAN
752,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,PANCUNG SOAL
753,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,AIRPURA
754,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,LINGGO SARI BAGANTI
755,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,RANAH PESISIR
756,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,LENGAYANG
757,SUMATERA BARAT,KABUPATEN PESISIR SELATAN,SUTERA
